Job_Title,Job Title Full,Job Position Level,Years of Experience,Job_Skills,Job Location,Company Industry,Company Size
data engineer,senior data engineer,mid-senior level,5,"['mysql', 'warehousing', 'devops', 'postgresql', 'agile', 'sql', 'hadoop', 'coding', 'programming', 'database', 'backend', 'python', 'no-sql']",united states2,nan,
software engineer,software engineer,mid-senior level,3,"['devops', 'github', 'tensorflow', 'jira software', 'microsoft azure', 'git', 'java', 'amazon web services', 'kotlin', 'coding', 'machine learning', 'bigquery', 'cloud computing', 'docker', 'google cloud platform', 'python', 'ci-cd']",united states8,nan,
business analyst,technical business analyst,mid-senior level,3,"['jira software', 'agile', 'sql', 'database', 'microsoft', 'etl']","nashville, tn19",nan,
product owner,product owner,director,8,['agile'],united states11,nan,
operations manager,finance operations manager,mid-senior level,5,"['bloomberg', 'outlook', 'word']",united states78,nan,
data engineer,senior data engineer,mid-senior level,4,"['cloud computing', 'microsoft azure', 'amazon web services']","kenosha, wi",nan,
data engineer,remote :: data engineer,entry level,2,['sql'],"windsor, ct",nan,
data engineer,data engineer,entry level,1,"['warehousing', 'postgresql', 'amazon web services', 'sql', 'hadoop', 'bash', 'bigquery', 'spark', 'cloud computing', 'snowflake', 'python', 'amazon redshift']","new york, ny24",nan,
data analyst,portfolio data analyst,entry level,2,[],"portland, or25",nan,
business analyst,business analyst,associate,4,['iot'],united states67,nan,
analytics engineer,seniordata analytics engineer,associate,4,"['etl', 'oracle', 'powerbi', 'cognos', 'sql', 'server', 'programming', 'spss', 'database', 'excel', 'ibm']","calabasas, ca2",nan,
digital analyst,digital analyst,mid-senior level,7,"['sql', 'programming', 'tableau', 'excel', 'etl']","atlanta, ga11",nan,
business analyst,business analyst,mid-senior level,5,"['cloud computing', 'artificial intelligence', 'tableau', 'agile']",topeka metropolitan area16,nan,
business process analyst,business process analyst,associate,5,['agile'],united states68,nan,
software engineer,"software engineer ii, frontend",entry level,3,"['css', 'node.js', 'go', 'javascript']",united states26,nan,
software development engineer,senior software development engineer in test,mid-senior level,6,"['php', 'agile', 'java', 'javascript', 'swift', 'scrum', 'selenium', 'programming', 'coding', 'python', 'ci-cd']","austin, tx5",nan,
software engineer,software engineer in test,mid-senior level,2,['server'],"texas, united states16",nan,
software engineer,software engineer with security clearance,entry level,2,['agile'],"taunton, ma",nan,
data engineer,data engineer,associate,5,"['amazon web services', 'apache airflow', 'no-sql', 'saas', 'mongodb', 'snowflake', 'python', 'etl']",united states18,nan,
marketing analyst,secondary marketing analyst,mid-senior level,8,[],"atlanta, ga5",nan,
data engineer,senior data engineer,mid-senior level,6,"['dax', 'warehousing', 'powerbi', 'microsoft azure', 'datalake', 'paas', 'sql', 'hadoop', 'apache http server', 'server', 'spark', 'cloud computing', 'database', 'microsoft', 'python', 'etl']","salt lake city, ut5",nan,
data engineer,data engineer,mid-senior level,6,"['warehousing', 'sql', 'machine learning', 'database', 'docker', 'snowflake', 'python', 'etl']","raleigh, nc8",nan,
software engineer,senior software engineer,associate,5,"['c++', 'javascript', 'emberjs', 'jquery', 'terminal']","atlanta, ga",nan,
data engineer,senior data engineer,associate,3,"['looker', 'amazon web services', 'sql', 'saas', 'python', 'postgresql', 'java', 'nlp', 'cloud computing', 'ruby', 'microsoft', 'amazon redshift', 'microsoft azure', 'programming', 'tableau', 'coding', 'etl', 'warehousing', 'scala', 'oracle', 'linux', 'slack', 'aurora']","boston, ma3",nan,
machine learning engineer,senior machine learning engineer,mid-senior level,7,"['keras', 'tensorflow', 'pytorch', 'amazon web services', 'artificial intelligence', 'machine learning', 'machine learning', 'cloud computing', 'ai/ml', 'mlops', 'python']","seattle, wa9",nan,
data analyst,"marketing data analyst, contractor",associate,2,"['cloud computing', 'database', 'excel']","palo alto, ca",nan,
software engineer,software engineer,entry level,2,"['cloud computing', 'programming', 'go']","omaha, ne7",nan,
software developer,senior software developer in test,associate,4,"['git', 'agile', 'ios', 'machine learning', 'cloud computing', 'backend', 'microsoft', 'word', 'ci-cd']","san francisco, ca7",nan,
software engineer,"software engineer, full stack/android",mid-senior level,6,"['fullstack', 'scala', 'kotlin', 'machine learning', 'backend', 'excel', 'etl']",united states11,nan,
software engineer,full stack software engineer,associate,6,"['redis', 'go', 'javascript', 'saas', 'server', 'emberjs', 'postgresql']","austin, texas metropolitan area5",nan,
marketing analyst,digital marketing analyst,mid-senior level,2,"['powerbi', 'looker', 'sql', 'tableau']","new york, ny12",nan,
software engineer,software engineer,mid-senior level,3,"['docker', 'java', 'artificial intelligence', 'sql', 'hadoop', 'linux', 'saas', 'coding', 'linux', 'programming', 'spark', 'cloud computing', 'ai/ml', 'python']","santa cruz, ca1",nan,
financial analyst,"senior financial analyst, operations",associate,4,"['powerbi', 'looker', 'sql', 'tableau', 'microsoft']","san francisco, ca2",nan,
data scientist,"data scientist, risk partnerships",mid-senior level,3,"['sql', 'hadoop', 'machine learning', 'spark', 'python', 'r', 'etl']",united states55,nan,
business intelligence analyst,business intelligence analyst,mid-senior level,6,[],united states10,nan,
senior analyst,senior analyst,associate,5,"['looker', 'sql', 'tableau', 'python', 'r', 'etl']","portland, or4",nan,
ux researcher,ux researcher,mid-senior level,7,['excel'],"hartford, ct",nan,
software engineer,senior software engineer,mid-senior level,11,"['redis', 'postgresql', 'amazon web services', 'css', 'no-sql', 'sql', 'javascript', 'programming', 'cloud computing', 'database', 'mongodb', 'google cloud platform', 'graphql']","new york, ny10",nan,
software engineer,software engineer,entry level,4,"['mysql', 'agile', 'amazon web services', 'backend', 'node.js', 'javascript', 'cloud computing', 'mongodb', 'backend', 'google cloud platform', 'graphql']","san francisco, ca1",nan,
data scientist,data scientist iii,entry level,2,"['sas', 'sql']","dallas, tx12",nan,
data scientist,data scientist,mid-senior level,4,"['tensorflow', 'pytorch', 'artificial intelligence', 'cloud computing', 'ai/ml', 'python']",united states43,nan,
data analyst,"senior data analyst, experience innovation",mid-senior level,5,"['amazon web services', 'artificial intelligence', 'saas', 'tableau', 'cloud computing', 'database', 'snowflake']","atlanta, ga7",nan,
ux researcher,ux researcher,mid-senior level,4,['excel'],"san mateo, ca1",nan,
software engineer,"senior software engineer -telecommute in mn, nj, co, ca, tx",associate,3,"['devops', 'agile', 'java', 'javascript', 'scrum', 'selenium', 'programming', 'cloud computing', 'jquery', 'html', 'ajax', 'ci-cd']","eden prairie, mn",nan,
software engineer,"senior software engineer, financial crimes technology",associate,6,"['machine learning', 'terminal']","san francisco, ca",internet,"1,001-5,000 employees"
business analyst,business analyst,associate,3,"['powerbi', 'oracle', 'sap', 'sql', 'tableau', 'database', 'microsoft']",united states33,nan,
software engineer,php software engineer,mid-senior level,4,"['nodejs', 'postgresql', 'mysql', 'warehousing', 'php', 'amazon web services', 'javascript', 'data_lakes', 'backend', 'amazon redshift', 'graphql']","salt lake city, ut2",nan,
software engineer,software engineer,mid-senior level,5,"['mysql', 'postgresql', 'agile', 'sql', 'javascript', 'mongodb', 'no-sql']",united states,nan,
data engineer,data engineer,mid-senior level,7,"['scala', 'oracle', 'java', 'sql', 'hadoop', 'spark', 'python']","north carolina, united states12",nan,
data engineer,senior data engineer,associate,3,"['slack', 'mysql', 'github', 'warehousing', 'microsoft azure', 'postgresql', 'amazon web services', 'apache airflow', 'sql', 'snowflake', 'data_lakes', 'server', 'spark', 'cloud computing', 'database', 'google cloud platform', 'python', 'ci-cd']","new york, ny2",nan,
developer,mulesoft developer,mid-senior level,6,"['xml', 'oracle', 'jse/jee', 'iot', 'microsoft', 'ibm']","san antonio, tx1",nan,
data engineer,big data engineer,mid-senior level,7,"['powershell', 'java', 'hadoop', 'linux', 'bash', 'programming', 'spark', 'python']",united states18,nan,
data engineer,senior data engineer,mid-senior level,3,"['cloud computing', 'microsoft azure', 'amazon web services']","chandler, az",nan,
data scientist,"data scientist, office for provider advancement",entry level,1,"['tensorflow', 'sql', 'machine learning', 'programming', 'machine learning', 'scikit-learn', 'python']","el segundo, ca2",nan,
business analyst,it business analyst,associate,3,"['devops', 'microsoft', 'microsoft azure']",united states2,nan,
software engineer,principal software engineer,associate,3,"['agile', 'git', 'java', 'sql', 'c++', 'javascript', 'kanban', 'coding', 'scrum', 'programming', 'cloud computing', 'database', 'devops', 'python', 'ci-cd']","raleigh, nc",nan,
software engineer,lead software engineer,mid-senior level,6,"['mysql', 'java', 'amazon web services', 'sql', 'cloud computing', 'database', 'coding', 'microsoft', 'ci-cd', 'postgresql']",new york city metropolitan area9,nan,
software engineer,software engineer,mid-senior level,6,"['agile', 'asp.net', 'sql', 'javascript', 'server', 'programming', 'jquery', 'microsoft']",united states,information technology & services,1-10 employees
software engineer,senior software engineer,associate,4,"['agile', 'c++', 'saas', 'ios', 'backend', 'swift']","bellevue, wa3",nan,
software engineer,senior software engineer,mid-senior level,5,"['agile', 'scrum', 'ruby', 'coding', 'ci-cd']",united states1,nan,
product owner,ai product owner,mid-senior level,6,"['cloud computing', 'artificial intelligence', 'nlp', 'machine learning']","redmond, wa",information technology & services,"10,001+ employees"
data scientist,data scientist,mid-senior level,7,"['keras', 'git', 'nlp', 'python', 'machine learning', 'cloud computing', 'database', 'docker', 'plotly', 'r', 'no-sql']","indianapolis, in28",nan,
machine learning engineer,machine learning engineer,mid-senior level,3,"['microsoft azure', 'scala', 'java', 'amazon web services', 'artificial intelligence', 'nlp', 'c++', 'machine learning', 'programming', 'machine learning', 'cloud computing', 'python']",united states17,nan,
software engineer,"senior software engineer, frontend",associate,5,"['looker', 'frontend', 'javascript', 'programming', 'excel']",united states3,nan,
software engineer,"senior software engineer, android",associate,3,"['java', 'amazon web services']",united states,nan,
data analyst,data analyst,associate,4,"['mysql', 'python', 'saas', 'tableau', 'excel']","american fork, ut",staffing & recruiting,1-10 employees
product manager,"lead product manager, ml credit",mid-senior level,5,"['machine learning', 'machine learning']","portland, or",nan,
data engineer,"data engineer, business intelligence",mid-senior level,5,"['warehousing', 'looker', 'powerbi', 'sql', 'saas', 'machine learning', 'bigquery', 'devops', 'snowflake', 'etl']","boston, ma11",nan,
software engineer,software engineer,mid-senior level,6,"['mysql', 'devops', 'agile', 'java', 'no-sql', 'frontend', 'mongodb', 'programming', 'ruby', 'backend', 'python', 'postgresql']","san francisco, ca",management consulting,51-200 employees
software engineer,senior software engineer,associate,5,"['postgresql', 'agile', 'amazon web services', 'backend', 'c++', 'go', 'aurora', 'machine learning', 'programming', 'rust', 'database', 'docker', 'python', 'ci-cd', 'graphql']","washington, dc1",nan,
software engineer,staff software engineer,mid-senior level,6,"['go', 'agile', 'python', 'javascript']",san francisco bay area1,nan,
data analyst,senior data analyst,associate,5,"['macros', 'powerbi', 'sql', 'sql', 'tableau', 'cloud computing', 'database', 'excel', 'no-sql']","san francisco, ca20",nan,
data engineer,data engineer,entry level,2,"['devops', 'microsoft azure', 'agile', 'sql', 'programming', 'backend', 'python', 'ci-cd']","maine, united states2",nan,
data architect,senior data modeler/ data architect,mid-senior level,5,"['etl', 'sql', 'datalake', 'ibm']","little rock, ar",nan,
software development engineer,"senior software development engineer in test, data security",associate,4,"['linux', 'programming', 'cloud computing', 'docker', 'python', 'ci-cd']","nashville, tn",nan,
analytics engineer,"senior analytics engineer, product",mid-senior level,6,"['agile', 'sql', 'snowflake', 'gitlab', 'cloud computing', 'database', 'devops', 'dataops']","milwaukee, wi",nan,
